labels,text
lifestyle,"‘নিজের জন্য সময় বার করার মধ্যেও সুখ আছে’, মেয়েকে ছেড়ে বিদেশ ঘুরে  এসে বললেন কণীনিকা"
kolkata,দু’দিনেই প্রায় দ্বিগুণ সংক্রমিত! চিন্তা সেই ১০ নম্বর বরো নিয়ে
kolkata,"পুজোর আগে পোশাক মিলবে না, ধারণা স্কুলের"
editorial,"সমস্যা জটিল, সমাধান সাময়িক"
sports,"প্রেমিকার জন্মদিন পালন, শাস্তির মুখে রোনালদো"
international,মহামারিতে বিশ্বজুড়ে দরিদ্র হয়েছেন ১৬ কোটিরও বেশি মানুষ
lifestyle,শহরে শীত শীত ভাব শেষের পথে! গরম পড়ার আগে খুদেদের নিয়ে কোথায় কোথায় যেতে পারেন?
politics,২৭ জুলাই কোথায় হবে বিএনপির মহাসমাবেশ
politics,"মনোনয়ন জমা দ্রৌপদীর, মোদী-শাহ-রাজনাথদের হাজিরায় শক্তি প্রদর্শন NDA-র"
technology,Chandrayaan 2 landing: কেন জরুরি চাঁদের দক্ষিণ মেরুতে অবতরণ
state,গনণা কেন্দ্রে জেলা পরিষদের প্রার্থীকে রক্তাক্ত করলো তৃণমূল
editorial,‘বঙ্গ’ নামটির ঐতিহাসিক ও ধারাবাহিক তাৎপর্য রয়েছে
editorial,বিপন্ন বাস্তুতন্ত্র
editorial,নিজের কাজ নাই?
kolkata,তৃতীয়ার রাত থেকেই শহরে লরি ঢোকায় নিষেধাজ্ঞা
entertainment,"‘পাঠান ঝড়’ অব্যাহত, ৪ দিনে ছবির বিশ্বব্যাপী ব্যবসার পরিমাণ ৪২৯ কোটি টাকা!"
kolkata,"সিলিন্ডার প্রতি ২৫০  টাকা বাড়ল বাণিজ্যিক গ্যাসের দাম, কত দাম কলকাতায়?"
lifestyle,"সপ্তমী সিডনিতে, তো বিসর্জনে  শ্রীভূমি, পুজোর ক’দিন এমনই  ব্যস্ত গোবরডাঙার গোবিন্দ ঢাকি"
politics,স্বেচ্ছাসেবক লীগের শিখা চিরন্তনে মোমবাতি প্রজ্জ্বলন
politics,'আন্দোলনের নামে সহিংসতা করলে সমুচিত জবাব দেবে সরকার'
kolkata,নাগরদোলায় বিভ্রাট! মৌলালির মেলায় পড়ে গিয়ে জখম তরুণী হাসপাতালে
national,"Flood: নিম্নচাপের জের, গোদাবরীতে জলস্তর বৃদ্ধি, অন্ধ্রপ্রদেশ-ওড়িশায় বন্যা পরিস্থিতি"
international,রাশিয়ার ছয় প্রস্তাব মেনে নিলে বন্ধ হবে ইউক্রেনে হামলা
international,নতুন মন্ত্রিসভা গঠন করলেন শ্রীলঙ্কার প্রেসিডেন্ট
editorial,ভোট-সংস্কৃতিও কি পাল্টে যাবে
entertainment,"‘অপসংস্কৃতি, অশিক্ষার উত্থান!’ সুন্দর চেহারা বানাতে গিয়ে কী ভাবে ফাঁসলেন হিরো আলম?"
sports,নতুন মরসুমে ইস্টবেঙ্গলের নজরে তিন স্ট্রাইকার
technology,"Nokia 5G Phone: ভারতে নতুন ৫জি ফোন লঞ্চ করতে চলেছে নোকিয়া, 'এক্স' মাধ্যমে কীসের আভাস?"
national,বিধ্বস্ত সিকিমে নিষিদ্ধ  পর্যটকদের প্রবেশ
kolkata,"পালাতে অস্বীকার করায় খুন কিশোরীকে, দাবি প্রেমিকের"
entertainment,"তারকার হাতে যৌন নির্যাতনের শিকার, লম্বা অভিযোগে কাকে নিশানা সলমনের প্রাক্তন প্রেমিকার?"
sports,"মোহনবাগানের পর এ বার ইস্টবেঙ্গলের নামেও রাস্তা হবে শিলিগুড়িতে, উন্মোচন রবিবার"
entertainment,"সুইমিং পুলে শ্বেতা এবং রুবেলের রোম্যান্স, তারকা জুটির ‘আদুরে’ ছবিতে মজলেন দর্শক"
